,category,place,ad_type,year_of_construction,Advertiser,Room_number,Area,Deposit,Lease
3565,خانه و ویلا,تهران سعادت‌آباد,ارائه,۱۳۷۵,مشاور املاک,پنج یا بیشتر,۳۵۰,۱٫۰۰۰٫۰۰۰٫۰۰۰ تومان,مجانی
3566,خانه و ویلا,تهران فرمانیه,ارائه,۱۳۸۳,مشاور املاک,پنج یا بیشتر,۱۱۰۰,توافقی,توافقی
3567,خانه و ویلا,تهران قیطریه,ارائه,۱۳۸۰,مشاور املاک,سه,۲۴۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۱۰٫۰۰۰٫۰۰۰ تومان
3568,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۹۶,مشاور املاک,چهار,۲۷۰,۲۰۰٫۰۰۰٫۰۰۰ تومان,۳۰٫۰۰۰٫۰۰۰ تومان
3569,خانه و ویلا,تهران نظام‌آباد,ارائه,۱۳۸۶,شخصی,یک,۵۰,۱۵٫۰۰۰٫۰۰۰ تومان,۱٫۱۰۰٫۰۰۰ تومان
3570,خانه و ویلا,تهران فاطمی,ارائه,۱۳۸۵,شخصی,پنج یا بیشتر,۶۰۰,مجانی,۳۷۰٫۰۰۰ تومان
3571,خانه و ویلا,تهران پرند,ارائه,۱۳۹۲,شخصی,دو,۲۰۰,۵۰٫۰۰۰٫۰۰۰ تومان,۱٫۲۰۰٫۰۰۰ تومان
3572,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۸۵,شخصی,چهار,۲۰۰,۱٫۵۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
3573,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۹۸,مشاور املاک,چهار,۲۰۰,۱٫۵۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
3574,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۸۴,مشاور املاک,چهار,۳۰۰,۲۰۰٫۰۰۰٫۰۰۰ تومان,۲۲٫۰۰۰٫۰۰۰ تومان
3575,خانه و ویلا,تهران حکیمیه,ارائه,۱۳۸۸,شخصی,چهار,۱۹۸,توافقی,توافقی
3576,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۹۰,مشاور املاک,سه,۲۳۰,۲٫۰۰۰٫۰۰۰٫۰۰۰ تومان,مجانی
3577,خانه و ویلا,تهران فرمانیه,ارائه,۱۳۷۸,مشاور املاک,بدون اتاق,۱۸۰,۷۵۰٫۰۰۰٫۰۰۰ تومان,توافقی
3578,خانه و ویلا,تهران سوهانک,ارائه,۱۳۸۱,مشاور املاک,سه,۱۳۰,۷۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
3579,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۹۵,مشاور املاک,چهار,۶۰۰,۴٫۵۰۰٫۰۰۰٫۰۰۰ تومان,مجانی
3580,خانه و ویلا,تهران تجریش,ارائه,۱۳۸۹,شخصی,دو,۲۹۸,۳۸۰٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰ تومان
3581,خانه و ویلا,تهران اندیشه,ارائه,۱۳۹۱,مشاور املاک,چهار,۱۲۰,۱۶۰٫۰۰۰٫۰۰۰ تومان,۲٫۷۰۰٫۰۰۰ تومان
3582,خانه و ویلا,تهران اندیشه,ارائه,۱۳۸۳,مشاور املاک,دو,۱۰۰,۳۰٫۰۰۰٫۰۰۰ تومان,۱٫۵۰۰٫۰۰۰ تومان
3583,خانه و ویلا,تهران طرشت,ارائه,قبل از ۱۳۷۰,شخصی,پنج یا بیشتر,۲۱۰,۳۰۰٫۰۰۰٫۰۰۰ تومان,۴٫۵۰۰٫۰۰۰ تومان
3584,خانه و ویلا,تهران تهرانپارس غربی,ارائه,۱۳۷۷,مشاور املاک,سه,۱۵۵,۱۰۰٫۰۰۰٫۰۰۰ تومان,۴٫۰۰۰٫۰۰۰ تومان
3585,خانه و ویلا,تهران بلوار کشاورز,ارائه,۱۳۹۴,شخصی,دو,۸۰۰,توافقی,توافقی
3586,خانه و ویلا,تهران ازگل,ارائه,۱۳۹۷,مشاور املاک,دو,۲۱۰,توافقی,۳۰۰٫۰۰۰ تومان
3587,خانه و ویلا,تهران دروس,ارائه,۱۳۷۷,مشاور املاک,چهار,۱۲۵۰,توافقی,توافقی
3588,خانه و ویلا,تهران شهر قدس,ارائه,۱۳۹۳,شخصی,یک,۷۰,۳۵٫۰۰۰٫۰۰۰ تومان,توافقی
3589,خانه و ویلا,تهران نظام‌آباد,ارائه,۱۳۸۲,شخصی,یک,۱۰۰,توافقی,توافقی
3590,خانه و ویلا,تهران مرزداران,ارائه,۱۳۷۵,مشاور املاک,پنج یا بیشتر,۶۰۰,توافقی,توافقی
3591,خانه و ویلا,تهران پردیس,ارائه,۱۳۸۵,مشاور املاک,دو,۱۱۰,۷۰٫۰۰۰٫۰۰۰ تومان,۶۰۰٫۰۰۰ تومان
3592,خانه و ویلا,تهران پاسداران,ارائه,۱۳۸۴,شخصی,دو,۱۰۰,توافقی,توافقی
3593,خانه و ویلا,تهران سهروردی شمالی,ارائه,۱۳۹۸,مشاور املاک,بدون اتاق,۱۰۰۰,توافقی,توافقی
3594,خانه و ویلا,تهران شهر ری,ارائه,قبل از ۱۳۷۰,شخصی,سه,۲۰۰,۱۷۰٫۰۰۰٫۰۰۰ تومان,توافقی
3595,خانه و ویلا,تهران لواسان,ارائه,۱۳۹۵,مشاور املاک,سه,۸۰۰,توافقی,توافقی
3596,خانه و ویلا,تهران مولوی,ارائه,۱۳۹۸,مشاور املاک,دو,۲۳۵,توافقی,توافقی
3597,خانه و ویلا,تهران حکیمیه,ارائه,۱۳۸۰,مشاور املاک,دو,۱۳۰,۴۰٫۰۰۰٫۰۰۰ تومان,۲٫۵۰۰٫۰۰۰ تومان
3598,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۹۸,مشاور املاک,پنج یا بیشتر,۷۰۰,۱٫۰۰۰٫۰۰۰٫۰۰۰ تومان,۶۵٫۰۰۰٫۰۰۰ تومان
3599,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۸۷,مشاور املاک,پنج یا بیشتر,۷۷۰,۴۰۰٫۰۰۰٫۰۰۰ تومان,۳۵٫۰۰۰٫۰۰۰ تومان
3600,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۷۵,شخصی,چهار,۲۳۰,۱٫۶۰۰٫۰۰۰٫۰۰۰ تومان,مجانی
3601,خانه و ویلا,تهران اقدسیه,ارائه,۱۳۹۵,شخصی,دو,۶۰۰,۶۰۰٫۰۰۰ تومان,۶۰۰٫۰۰۰ تومان
3602,خانه و ویلا,تهران زعفرانیه,ارائه,۱۳۸۰,مشاور املاک,پنج یا بیشتر,۱۰۰۰,توافقی,توافقی
3603,خانه و ویلا,تهران آهنگ,ارائه,قبل از ۱۳۷۰,شخصی,بدون اتاق,۳۵,۲۵٫۰۰۰٫۰۰۰ تومان,۱٫۵۰۰٫۰۰۰ تومان
3604,خانه و ویلا,تهران سعادت‌آباد,ارائه,۱۳۸۷,مشاور املاک,سه,۱۵۳,۳۰۰٫۰۰۰٫۰۰۰ تومان,۴٫۵۰۰٫۰۰۰ تومان
3605,خانه و ویلا,تهران مجیدیه,ارائه,قبل از ۱۳۷۰,مشاور املاک,یک,۵۰,۱۵٫۰۰۰٫۰۰۰ تومان,۱٫۷۰۰٫۰۰۰ تومان
3606,خانه و ویلا,تهران قیطریه,ارائه,۱۳۷۱,مشاور املاک,پنج یا بیشتر,۳۶۰,۳۰۰٫۰۰۰٫۰۰۰ تومان,۲۵٫۰۰۰٫۰۰۰ تومان
3607,خانه و ویلا,تهران جوادیه,ارائه,۱۳۸۵,مشاور املاک,چهار,۹۰,۹۰٫۰۰۰٫۰۰۰ تومان,توافقی
3608,خانه و ویلا,تهران اوقاف,ارائه,۱۳۸۰,شخصی,یک,۵۵,۱۰٫۰۰۰٫۰۰۰ تومان,۱٫۵۰۰٫۰۰۰ تومان
3609,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۸۸,شخصی,سه,۱۵۲,۳۹۰٫۰۰۰٫۰۰۰ تومان,۵٫۹۰۰٫۰۰۰ تومان
3610,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۹۸,مشاور املاک,چهار,۲۹۰,۷۰۰٫۰۰۰٫۰۰۰ تومان,۹٫۰۰۰٫۰۰۰ تومان
3611,خانه و ویلا,تهران یوسف‌آباد,ارائه,قبل از ۱۳۷۰,مشاور املاک,سه,۲۰۰,۲۰۰٫۰۰۰٫۰۰۰ تومان,۲۰٫۰۰۰٫۰۰۰ تومان
3612,خانه و ویلا,تهران تهران‌سر,ارائه,۱۳۹۱,شخصی,دو,۸۸,۶۰٫۰۰۰٫۰۰۰ تومان,۲٫۰۰۰٫۰۰۰ تومان
3613,خانه و ویلا,تهران الهیه,ارائه,۱۳۷۵,شخصی,پنج یا بیشتر,۵۰۰,۵۰۰٫۰۰۰٫۰۰۰ تومان,۸۵٫۰۰۰٫۰۰۰ تومان
3614,خانه و ویلا,تهران رباط کریم,ارائه,۱۳۸۹,شخصی,دو,۱۱۵,۹۰٫۰۰۰٫۰۰۰ تومان,مجانی
